0.59957229323 0.0 Myr
0.619173734715 10.0 Myr
0.630568748453 20.0 Myr
0.631779340917 30.0 Myr
0.634433964278 40.0 Myr
0.640158291239 50.0 Myr
0.64867484192 60.0 Myr
0.655547334811 70.0 Myr
0.666986799559 80.0 Myr
0.662108033142 90.0 Myr
0.632452014569 100.0 Myr
0.603617183465 110.0 Myr
0.579259445019 120.0 Myr
0.567551610001 130.0 Myr
0.571513444654 140.0 Myr
0.59232902736 150.0 Myr
0.63442062175 160.0 Myr
0.70907509599 170.0 Myr
0.831968737964 180.0 Myr
1.02182697128 190.0 Myr
1.315532054 200.0 Myr
1.4473449093 210.0 Myr
1.55950759512 220.0 Myr
1.6892368421 230.0 Myr
1.83536254865 240.0 Myr
2.00355050253 250.0 Myr
2.19708931409 260.0 Myr
2.42131396472 270.0 Myr
2.68080067732 280.0 Myr
2.97993087596 290.0 Myr
3.33061648086 300.0 Myr
3.7179323808 310.0 Myr
4.01734305612 320.0 Myr
4.35330280823 330.0 Myr
4.73055887298 340.0 Myr
5.15316760638 350.0 Myr
5.37969428131 360.0 Myr
5.61537534839 370.0 Myr
5.84438609058 380.0 Myr
5.77759117222 390.0 Myr
5.73727342402 400.0 Myr
5.70451826526 410.0 Myr
5.72136473413 420.0 Myr
5.79102001967 430.0 Myr
5.89734774918 440.0 Myr
5.9527629072 450.0 Myr
5.95903678996 460.0 Myr
5.90076594444 470.0 Myr
5.71433912049 480.0 Myr
5.49103759397 490.0 Myr
5.183988576 500.0 Myr
4.97895466167 510.0 Myr
4.80883393835 520.0 Myr
4.58727909784 530.0 Myr
4.30139775197 540.0 Myr
4.03320849795 550.0 Myr
3.78938863258 560.0 Myr
3.63162086942 570.0 Myr
3.53608238712 580.0 Myr
3.35806189386 590.0 Myr
3.18082375301 600.0 Myr
2.98359987009 610.0 Myr
2.78479025422 620.0 Myr
2.57139146069 630.0 Myr
2.38276570438 640.0 Myr
2.24307792177 650.0 Myr
2.13273187595 660.0 Myr
2.06752616737 670.0 Myr
2.02218284055 680.0 Myr
2.02868689426 690.0 Myr
2.05406806223 700.0 Myr
2.07422698029 710.0 Myr
2.10000254535 720.0 Myr
2.16978201278 730.0 Myr
2.2685900725 740.0 Myr
2.34114672951 750.0 Myr
2.40667258519 760.0 Myr
2.46803721876 770.0 Myr
2.54691868414 780.0 Myr
2.67714254864 790.0 Myr
2.81790307822 800.0 Myr
1.38327393768 810.0 Myr
3.1420655865 820.0 Myr
3.31149143989 830.0 Myr
3.39262641141 840.0 Myr
3.48380970313 850.0 Myr
3.59742745813 860.0 Myr
3.71230653756 870.0 Myr
3.86673980316 880.0 Myr
3.97956034116 890.0 Myr
4.06587345618 900.0 Myr
4.16813428332 910.0 Myr
4.30856800323 920.0 Myr
4.48183045635 930.0 Myr
4.67953543341 940.0 Myr
4.86402580573 950.0 Myr
5.03279201928 960.0 Myr
5.17251686002 970.0 Myr
5.31380896117 980.0 Myr
5.45865750512 990.0 Myr

